Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2019,5,Female (F),Other,25-34 years,21,11,0,,0,0,0,,0,0,0,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,
2019,5,Female (F),Other,35-44 years,53,42,0,15,,0,,0,0,,0,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Female (F),Other,45-54 years,56,45,,12,0,0,,,,,,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Female (F),Other,5-14 years,,,0,0,0,0,0,0,0,0,0,,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,Suppressed (counts 1-9),,,
2019,5,Female (F),Other,55-64 years,127,119,0,40,10,0,,,,,0,23,,0,0,09/03/2020,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Female (F),Other,65-74 years,151,146,,42,,,0,10,,,,35,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Female (F),Other,75-84 years,148,147,,32,10,,,11,,,,36,13,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,5,Female (F),Other,85 years and over,146,143,,14,,13,,,,,,41,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Hispanic,0-4 years,244,230,0,,0,0,0,,,,26,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
2019,5,Male (M),Hispanic,15-24 years,375,75,,21,0,0,,,,,,10,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Hispanic,25-34 years,585,179,,30,,0,,,,,15,29,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Male (M),Hispanic,35-44 years,667,325,,74,,0,,,,,12,74,12,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,5,Male (M),Hispanic,45-54 years,999,744,11,159,49,0,13,,,19,,192,43,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,5,Male (M),Hispanic,5-14 years,62,34,,14,0,0,,0,,0,0,0,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2019,5,Male (M),Hispanic,55-64 years,1609,1414,14,393,94,,19,29,17,25,14,354,78,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,5,Male (M),Hispanic,65-74 years,1771,1690,15,522,123,18,25,57,37,56,13,394,83,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Hispanic,75-84 years,1824,1771,17,456,102,59,36,89,36,52,10,427,108,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Hispanic,85 years and over,1666,1631,31,256,48,139,33,93,31,31,18,467,132,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,0-4 years,,,0,0,0,0,0,0,0,0,,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,15-24 years,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,25-34 years,69,16,0,0,0,0,0,0,0,,,,0,0,0,09/03/2020,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,35-44 years,66,34,,,,0,,0,0,0,,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,45-54 years,104,78,,,,0,,,0,,0,21,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,5-14 years,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,55-64 years,151,136,,33,15,0,0,11,,,0,33,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,65-74 years,144,137,0,45,12,0,0,12,,,,28,,0,0,09/03/2020,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,75-84 years,137,129,,27,10,,,,,,,36,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic American Indian or Alaska Native,85 years and over,66,66,0,,,,,,,,0,17,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic Asian,0-4 years,38,33,,,0,0,0,0,0,0,,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic Asian,15-24 years,41,12,0,,0,0,,0,0,0,0,,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic Asian,25-34 years,85,34,0,11,0,0,0,,,0,,,,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic Asian,35-44 years,102,70,0,19,,0,,0,0,0,,14,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic Asian,45-54 years,190,162,0,62,,0,,,,,0,52,12,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,5,Male (M),Non-Hispanic Asian,5-14 years,,,0,,0,0,,0,0,0,0,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
2019,5,Male (M),Non-Hispanic Asian,55-64 years,388,358,,119,20,0,,,,,,110,23,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic Asian,65-74 years,591,566,,214,27,,14,12,10,16,,142,32,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic Asian,75-84 years,742,714,,224,29,16,23,32,19,20,,154,54,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic Asian,85 years and over,761,740,,123,31,56,25,33,12,23,,195,59,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic Black,0-4 years,359,308,0,,0,0,,0,,,49,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
2019,5,Male (M),Non-Hispanic Black,15-24 years,507,73,,,,0,0,,0,0,,17,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic Black,25-34 years,762,245,,22,11,0,,,,,12,66,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic Black,35-44 years,905,507,,68,29,0,,,,12,,184,13,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,5,Male (M),Non-Hispanic Black,45-54 years,1595,1237,17,256,64,0,21,15,13,43,15,408,77,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic Black,5-14 years,62,24,,,0,0,,,0,0,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,5,Male (M),Non-Hispanic Black,55-64 years,3169,2814,47,796,141,,32,102,27,83,31,851,143,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,5,Male (M),Non-Hispanic Black,65-74 years,3584,3410,67,1030,204,22,35,150,39,109,24,917,184,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic Black,75-84 years,2690,2635,54,623,126,72,41,146,29,85,29,701,190,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic Black,85 years and over,1694,1664,28,289,52,96,47,69,19,67,22,499,108,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic White,0-4 years,519,442,,11,0,0,,,,,43,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic White,15-24 years,933,164,,31,,0,,,,0,,28,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic White,25-34 years,1929,475,12,72,30,0,,,,,23,106,,0,0,09/03/2020,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic White,35-44 years,2719,1210,14,235,50,,19,15,13,,32,330,37,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,
2019,5,Male (M),Non-Hispanic White,45-54 years,5315,3862,49,989,199,,44,99,26,49,45,1114,116,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,5,Male (M),Non-Hispanic White,5-14 years,127,62,0,23,0,0,,0,,0,,,,0,0,09/03/2020,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,5,Male (M),Non-Hispanic White,55-64 years,13550,11931,173,3796,518,37,148,664,144,142,121,3289,373,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic White,65-74 years,20250,19175,251,6157,822,210,236,1454,353,329,150,4898,780,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic White,75-84 years,24169,23175,339,5913,722,857,403,1820,525,449,203,6148,1106,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Non-Hispanic White,85 years and over,23640,22744,277,3481,463,1478,550,1340,395,499,246,7463,1339,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,5,Male (M),Other,0-4 years,60,49,0,0,0,0,,0,0,0,,0,0,0,0,09/03/2020,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Other,15-24 years,41,,0,,0,0,0,,0,0,,0,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2019,5,Male (M),Other,25-34 years,69,24,0,,,0,,0,,0,,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,5,Male (M),Other,35-44 years,77,41,0,11,0,0,0,,0,0,,12,,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Other,45-54 years,125,97,,17,,0,0,,,,,31,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Other,5-14 years,12,,0,,0,0,0,,0,0,0,,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,
2019,5,Male (M),Other,55-64 years,235,209,,49,,0,,15,,,,65,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Other,65-74 years,255,241,,61,13,,,14,,,,87,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,5,Male (M),Other,75-84 years,219,214,,49,14,,,15,,,,60,12,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,5,Male (M),Other,85 years and over,118,115,,16,,,,,,,0,40,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2019,6,Female (F),Hispanic,0-4 years,200,171,0,,0,0,0,0,,0,17,,,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Hispanic,15-24 years,136,57,0,12,,0,,,,,,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Hispanic,25-34 years,188,96,0,33,,0,0,,,,,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Hispanic,35-44 years,318,244,,100,10,0,0,,,,0,34,14,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2019,6,Female (F),Hispanic,45-54 years,519,464,,193,22,0,,,,,,55,29,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,6,Female (F),Hispanic,5-14 years,52,27,0,,0,0,0,0,0,,,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,6,Female (F),Hispanic,55-64 years,902,843,14,340,55,,10,15,10,22,,132,31,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,
2019,6,Female (F),Hispanic,65-74 years,1259,1217,16,395,94,26,15,31,28,36,,254,55,0,0,09/03/2020,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2019,6,Female (F),Hispanic,75-84 years,1676,1642,20,365,102,110,30,63,37,53,14,376,131,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,6,Female (F),Hispanic,85 years and over,2303,2247,25,266,78,300,50,86,51,45,16,604,222,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,0-4 years,,,0,0,0,0,0,0,0,0,,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,,,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,15-24 years,24,,0,0,0,0,0,0,0,0,,,0,0,0,09/03/2020,,,Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,25-34 years,32,11,0,,0,0,0,0,0,0,,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,35-44 years,44,27,,,,0,0,0,0,0,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,45-54 years,60,49,,16,,0,0,,0,0,0,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,5-14 years,,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,55-64 years,107,98,,18,,0,0,,,,,24,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,65-74 years,121,117,,31,,0,,10,,,,15,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,75-84 years,129,126,,28,,,,,,,,23,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic American Indian or Alaska Native,85 years and over,108,106,,,,,,,,,,33,12,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,6,Female (F),Non-Hispanic Asian,0-4 years,30,27,,0,0,0,0,0,0,0,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic Asian,15-24 years,21,,,,0,0,0,0,0,0,0,0,,0,0,09/03/2020,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic Asian,25-34 years,38,22,0,10,0,0,0,,0,0,0,,,0,0,09/03/2020,,,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic Asian,35-44 years,67,54,,29,,0,,,,0,0,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic Asian,45-54 years,114,104,0,68,,0,,0,,0,,,,0,0,09/03/2020,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic Asian,5-14 years,,,,,0,0,0,0,0,0,0,,0,0,0,09/03/2020,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic Asian,55-64 years,243,230,,121,,,,0,,,,38,16,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2019,6,Female (F),Non-Hispanic Asian,65-74 years,446,426,,187,14,,,,,12,0,83,27,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2019,6,Female (F),Non-Hispanic Asian,75-84 years,631,612,,180,37,23,12,11,,15,,155,53,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,6,Female (F),Non-Hispanic Asian,85 years and over,1144,1117,12,131,35,133,37,30,16,15,13,273,119,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,6,Female (F),Non-Hispanic Black,0-4 years,254,219,,,0,0,,,,,40,,,0,0,09/03/2020,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic Black,15-24 years,150,70,,10,,0,,,,,,,0,0,0,09/03/2020,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic Black,25-34 years,311,187,,28,11,0,,,,,,30,,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2019,6,Female (F),Non-Hispanic Black,35-44 years,481,385,,103,20,0,,,,17,,73,18,0,0,09/03/2020,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2019,6,Female (F),Non-Hispanic Black,45-54 years,1030,902,16,271,50,,13,21,12,23,10,225,39,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,6,Female (F),Non-Hispanic Black,5-14 years,44,23,0,,0,0,0,,0,0,0,,0,0,0,09/03/2020,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,
2019,6,Female (F),Non-Hispanic Black,55-64 years,2202,2092,38,716,125,,30,94,31,57,19,454,109,0,0,09/03/2020,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2019,6,Female (F),Non-Hispanic Black,65-74 years,2625,2547,63,793,135,35,40,109,43,87,21,600,172,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,6,Female (F),Non-Hispanic Black,75-84 years,2741,2693,59,607,162,157,46,113,51,115,22,628,212,0,0,09/03/2020,,,,,,,,,,,,,,,,
2019,6,Female (F),Non-Hispanic Black,85 years and over,3207,3167,54,376,86,303,55,91,29,95,31,890,304,0,0,09/03/2020,,,,,,,,,,,,,,,,
